Date,Open,High,Low,Close,Volume
2019-01-02 18:00:00,3850.19,3916.57,3820.0,3890.79,3447.07522128
2019-01-03 00:00:00,3890.8,3893.8,3832.0,3850.06,3036.29329929
2019-01-03 06:00:00,3848.8,3858.51,3815.2,3834.39,909.96477878
2019-01-03 12:00:00,3834.6,3851.0,3758.07,3779.61,3321.1032805
2019-01-03 18:00:00,3779.61,3801.56,3767.0,3787.57,2060.28573038
2019-01-04 00:00:00,3787.57,3819.55,3752.98,3795.89,2044.87724255
2019-01-04 06:00:00,3795.89,3819.73,3776.0,3778.77,1430.93402619
2019-01-04 12:00:00,3778.78,3792.78,3730.0,3770.82,2186.4924624
2019-01-04 18:00:00,3770.81,3849.0,3755.0,3820.82,3562.84676926
2019-01-05 00:00:00,3820.82,3874.12,3820.81,3859.75,1807.75413486
2019-01-05 06:00:00,3859.75,3859.75,3813.79,3835.47,759.58133891
2019-01-05 12:00:00,3835.47,3850.49,3819.77,3835.01,1582.20707034
2019-01-05 18:00:00,3835.01,3853.83,3775.0,3798.62,2301.4652059
2019-01-06 00:00:00,3799.99,3806.55,3756.01,3800.01,1384.96759223
2019-01-06 06:00:00,3800.01,3835.0,3786.0,3830.0,734.68425259
2019-01-06 12:00:00,3830.0,4088.0,3805.14,4062.52,4113.09351159
2019-01-06 18:00:00,4062.52,4079.04,4022.5,4040.99,3824.70831677
2019-01-07 00:00:00,4040.98,4070.0,4020.0,4040.0,1998.28163749
2019-01-07 06:00:00,4040.0,4053.03,3968.79,4018.92,2355.88400859
2019-01-07 12:00:00,4018.92,4036.0,3976.05,4013.93,2655.53539863
2019-01-07 18:00:00,4016.0,4029.52,3982.41,4006.01,2963.9643401
2019-01-08 00:00:00,4005.97,4020.0,3943.36,3976.99,2922.67681968
2019-01-08 06:00:00,3976.99,4049.99,3965.99,4036.5,2098.67254952
2019-01-08 12:00:00,4036.5,4114.8,3986.01,4003.08,5870.06023556
2019-01-08 18:00:00,4003.09,4022.0,3990.0,3993.86,3067.98684907
2019-01-09 00:00:00,3993.85,4035.0,3962.12,4019.67,3235.03510577
2019-01-09 06:00:00,4019.67,4042.2,4004.01,4029.0,1709.14973832
2019-01-09 12:00:00,4029.01,4029.01,3978.0,4002.92,3139.70091441
2019-01-09 18:00:00,4002.93,4025.9,3995.0,4004.12,2620.24234733
2019-01-10 00:00:00,4004.13,4035.21,4002.66,4025.69,2321.35130662
2019-01-10 06:00:00,4025.69,4029.0,3757.0,3788.26,7843.6554199
2019-01-10 12:00:00,3788.26,3796.98,3560.0,3614.46,7034.53642225
2019-01-10 18:00:00,3613.8,3649.98,3584.12,3626.12,4669.6406534
2019-01-11 00:00:00,3626.12,3655.55,3586.61,3617.39,3166.12060209
2019-01-11 06:00:00,3617.39,3674.0,3610.71,3639.0,2434.58525138
2019-01-11 12:00:00,3639.01,3668.53,3615.68,3653.01,3192.13739061
2019-01-11 18:00:00,3653.01,3699.99,3576.0,3635.69,5696.84542397
2019-01-12 00:00:00,3634.73,3649.18,3621.0,3635.95,1345.06427542
2019-01-12 06:00:00,3635.94,3638.26,3604.62,3615.53,816.63596962
2019-01-12 12:00:00,3615.53,3645.24,3557.29,3626.96,2073.63659863
2019-01-12 18:00:00,3626.96,3645.08,3600.91,3619.41,1558.26219381
2019-01-13 00:00:00,3619.38,3625.32,3601.0,3616.0,1242.16590304
2019-01-13 06:00:00,3616.0,3619.99,3604.04,3618.05,302.86619244
2019-01-13 12:00:00,3618.05,3641.86,3481.54,3520.0,4009.50750895
2019-01-13 18:00:00,3520.0,3530.6,3482.0,3514.24,2734.16114359
2019-01-14 00:00:00,3514.24,3539.0,3509.24,3534.51,1536.08427346
2019-01-14 06:00:00,3534.51,3566.51,3522.5,3523.64,1091.47548029
2019-01-14 12:00:00,3524.0,3705.28,3523.79,3671.51,4965.37616986
2019-01-14 18:00:00,3671.51,3711.11,3642.98,3664.19,3648.50087387
2019-01-15 00:00:00,3664.18,3684.38,3661.0,3664.06,1804.37235882
2019-01-15 06:00:00,3664.06,3668.18,3620.5,3648.8,1361.70258773
2019-01-15 12:00:00,3648.8,3669.75,3606.25,3634.91,2875.27879644
2019-01-15 18:00:00,3634.91,3637.8,3538.63,3580.76,4853.16113152
2019-01-16 00:00:00,3580.19,3611.0,3572.52,3604.28,1926.84062629
2019-01-16 06:00:00,3604.27,3629.07,3579.0,3614.94,1001.60961233
