Date,Open,High,Low,Close,Volume
2022-10-22 12:00:00,19179.49,19257.66,19147.86,19154.31,2754.91046125
2022-10-22 18:00:00,19156.06,19228.1,19135.24,19209.1,1449.80549162
2022-10-23 00:00:00,19209.09,19224.22,19165.13,19180.89,1110.86505308
2022-10-23 06:00:00,19180.78,19190.1,19129.45,19152.82,1046.95519791
2022-10-23 12:00:00,19153.63,19499.63,19070.92,19473.26,3019.85083074
2022-10-23 18:00:00,19476.35,19698.1,19401.32,19572.44,6908.64067239
2022-10-24 00:00:00,19572.2,19603.57,19273.35,19337.54,6948.85822322
2022-10-24 06:00:00,19337.67,19452.49,19256.01,19428.07,6993.32717662
2022-10-24 12:00:00,19427.37,19453.35,19159.35,19286.27,10617.31517129
2022-10-24 18:00:00,19286.89,19437.14,19282.18,19330.41,4873.0829918
2022-10-25 00:00:00,19332.11,19378.45,19250.46,19336.61,3443.37010216
2022-10-25 06:00:00,19336.72,19365.98,19240.76,19303.65,3007.51882006
2022-10-25 12:00:00,19303.17,20198.23,19262.08,20123.7,18470.56743396
2022-10-25 18:00:00,20123.7,20420.88,19979.99,20086.28,17530.8806555
2022-10-26 00:00:00,20086.27,20313.33,20055.85,20193.47,7108.28557091
2022-10-26 06:00:00,20193.46,20790.0,20173.15,20611.37,10341.41949484
2022-10-26 12:00:00,20611.46,21022.81,20342.86,20827.09,17962.80965633
2022-10-26 18:00:00,20826.94,20913.65,20644.31,20775.4,8206.47720942
2022-10-27 00:00:00,20773.59,20878.17,20605.58,20808.94,4728.8484113
2022-10-27 06:00:00,20808.65,20841.46,20456.25,20625.09,6447.34601681
2022-10-27 12:00:00,20624.99,20781.64,20434.46,20584.41,13212.20031121
2022-10-27 18:00:00,20585.42,20687.28,20196.01,20296.97,9735.18781537
2022-10-28 00:00:00,20295.77,20339.99,20160.72,20290.9,4977.94988431
2022-10-28 06:00:00,20290.34,20312.97,20034.94,20177.35,6590.06353038
2022-10-28 12:00:00,20177.36,20755.09,20000.0,20634.06,13517.39662524
2022-10-28 18:00:00,20634.38,20742.31,20545.13,20597.91,4496.34146233
2022-10-29 00:00:00,20597.34,20832.13,20561.2,20664.57,3155.54943576
2022-10-29 06:00:00,20662.17,21080.0,20655.66,20706.4,5036.58894002
2022-10-29 12:00:00,20706.09,20996.49,20686.22,20817.01,6443.91622501
2022-10-29 18:00:00,20817.91,20906.35,20709.24,20823.53,5186.69665943
2022-10-30 00:00:00,20822.38,20851.99,20707.84,20808.92,2480.8881514
2022-10-30 06:00:00,20808.81,20939.35,20636.58,20776.2,4480.06508701
2022-10-30 12:00:00,20776.2,20787.02,20551.02,20664.22,3852.86238665
2022-10-30 18:00:00,20664.22,20746.79,20523.92,20630.68,2923.57285856
2022-10-31 00:00:00,20629.21,20680.81,20430.8,20548.24,3860.94130061
2022-10-31 06:00:00,20549.5,20837.68,20455.74,20729.73,3447.50753789
2022-10-31 12:00:00,20731.92,20757.14,20237.0,20373.69,10274.80704469
2022-10-31 18:00:00,20373.8,20519.65,20353.26,20489.94,4639.48023248
2022-11-01 00:00:00,20489.55,20586.13,20439.05,20526.33,3860.91642555
2022-11-01 06:00:00,20527.94,20691.0,20485.72,20519.02,3753.08952548
2022-11-01 12:00:00,20519.1,20568.74,20326.55,20436.61,9168.27641658
2022-11-01 18:00:00,20436.63,20502.9,20400.8,20479.63,4364.72617831
